id2;defaulted (Failed to pay his bill);monthly_spend;customer_until
2442;FALSE;28;NA
2443;FALSE;1735;NA
2444;TRUE;0;14/07/12
2445;FALSE;257;NA
2446;FALSE;276;NA
2447;TRUE;370;05/04/15
2448;TRUE;16;02/12/12
2449;FALSE;350;NA
2450;TRUE;1425;25/03/15
2451;TRUE;606;14/04/14
2452;TRUE;162;16/09/14
2453;FALSE;97;NA
2454;TRUE;650;16/04/15
2455;TRUE;147;06/01/14
2456;FALSE;423;NA
2457;FALSE;553;08/07/14
2458;FALSE;202;NA
2459;TRUE;1348;06/08/15
2460;FALSE;767;NA
2461;FALSE;2041;NA
2462;FALSE;3423;02/09/15
2463;FALSE;2917;NA
2464;FALSE;809;NA
2465;FALSE;39;02/04/15
2466;FALSE;697;NA
2467;TRUE;3295;22/06/13
2469;FALSE;89;NA
2470;FALSE;851;NA
2471;FALSE;532;NA
2472;FALSE;1140;NA
2473;FALSE;1480;NA
2474;TRUE;1205;09/07/14
2475;FALSE;1879;NA
2476;FALSE;453;NA
2477;TRUE;2549;05/11/12
2479;FALSE;155;NA
2480;FALSE;568;NA
2481;FALSE;240;NA
2482;TRUE;1326;28/04/12
2483;FALSE;126;NA
2484;FALSE;903;NA
2485;FALSE;129;NA
2486;FALSE;379;NA
2487;TRUE;1571;20/08/12
2488;FALSE;513;NA
2489;FALSE;928;NA
2490;FALSE;494;NA
2491;FALSE;1084;NA
2492;FALSE;1300;NA
2493;TRUE;469;14/02/15
2494;FALSE;408;20/12/14
2495;FALSE;1702;NA
2496;TRUE;196;29/03/15
2497;FALSE;253;NA
2498;FALSE;511;28/02/15
2500;TRUE;664;21/12/14
2501;FALSE;1303;08/11/14
2502;FALSE;1368;NA
2503;FALSE;1663;NA
2504;TRUE;80;11/06/15
2505;FALSE;475;NA
2506;FALSE;976;NA
2507;FALSE;1345;NA
2508;FALSE;2015;NA
2509;FALSE;931;NA
2510;FALSE;864;NA
2511;FALSE;41;NA
2512;FALSE;50;29/04/14
2513;FALSE;84;NA
2514;TRUE;323;28/01/15
2515;FALSE;772;NA
2516;FALSE;0;NA
2517;FALSE;239;NA
2518;FALSE;279;20/04/15
2519;FALSE;1835;NA
2520;FALSE;2172;NA
2521;FALSE;274;NA
2522;FALSE;1762;NA
2523;TRUE;1223;29/08/13
2524;FALSE;1548;NA
2525;FALSE;736;NA
2526;FALSE;156;NA
2527;FALSE;977;NA
2528;FALSE;163;NA
2529;FALSE;1193;NA
2530;FALSE;1746;NA
2531;TRUE;1042;10/02/13
2532;TRUE;510;12/08/14
2533;FALSE;496;NA
2535;FALSE;3115;NA
2536;FALSE;1684;NA
2537;FALSE;304;NA
2538;TRUE;1502;03/04/14
2539;TRUE;1467;15/02/13
2540;FALSE;1302;NA
2541;TRUE;371;26/01/14
2542;TRUE;579;12/12/14
2543;FALSE;409;19/05/14
2544;FALSE;1256;NA
2545;TRUE;258;14/07/15
2546;FALSE;1131;27/01/14
2547;TRUE;1031;07/12/14
2548;TRUE;1248;03/05/15
2549;FALSE;227;NA
2550;FALSE;550;NA
2551;FALSE;537;NA
2552;FALSE;310;NA
2553;FALSE;2245;NA
2554;FALSE;242;17/05/15
2555;FALSE;1348;NA
2556;TRUE;1058;22/06/14
2557;FALSE;68;NA
2558;FALSE;405;NA
2559;FALSE;1264;NA
2560;FALSE;1256;NA
2561;FALSE;1236;NA
2562;FALSE;315;NA
2563;FALSE;1071;NA
2564;TRUE;487;15/05/15
2565;TRUE;52;10/01/15
2566;FALSE;1326;17/11/12
2567;FALSE;1176;NA
2568;FALSE;1355;NA
2569;FALSE;190;NA
2570;FALSE;99;NA
2571;FALSE;687;NA
2572;FALSE;1172;NA
2573;FALSE;1305;NA
2574;FALSE;4952;NA
2575;FALSE;511;NA
2576;TRUE;199;18/08/15
2577;TRUE;962;10/04/14
2578;FALSE;484;NA
2579;FALSE;615;NA
2580;FALSE;1287;NA
2581;FALSE;475;NA
2582;FALSE;2733;NA
2583;FALSE;1191;NA
2584;FALSE;586;NA
2586;FALSE;216;NA
2587;FALSE;2833;NA
2588;FALSE;966;NA
2589;FALSE;1464;NA
2590;FALSE;2120;25/09/13
2591;TRUE;786;24/08/13
2592;TRUE;81;06/09/13
2593;FALSE;188;NA
2594;FALSE;587;NA
2595;TRUE;2599;31/12/14
2596;FALSE;533;NA
2597;FALSE;682;NA
2598;TRUE;81;04/02/15
2599;FALSE;628;10/05/15
2600;FALSE;461;NA
2601;FALSE;459;NA
2602;FALSE;106;NA
2603;FALSE;463;NA
2604;FALSE;1467;NA
2605;FALSE;466;NA
2606;FALSE;926;NA
2607;TRUE;667;04/03/15
2608;FALSE;2205;NA
2609;FALSE;366;NA
2610;FALSE;306;NA
2611;FALSE;7366;NA
2612;TRUE;592;24/08/12
2613;TRUE;2307;25/10/13
2614;FALSE;2162;13/08/15
2615;FALSE;1749;NA
2616;FALSE;556;NA
2617;TRUE;844;18/07/15
2618;TRUE;125;10/11/12
2619;FALSE;247;NA
2620;FALSE;131;NA
2621;TRUE;1301;15/07/15
2622;FALSE;964;NA
2623;TRUE;971;30/04/13
2624;FALSE;321;NA
2625;FALSE;837;NA
2626;FALSE;2456;NA
2627;TRUE;706;01/04/14
2628;TRUE;150;21/03/15
2629;FALSE;14;NA
2630;TRUE;152;17/09/14
2631;TRUE;1213;03/07/13
2632;FALSE;396;NA
2633;TRUE;1448;13/05/15
2635;FALSE;3019;23/04/15
2636;TRUE;128;28/11/13
2637;FALSE;84;29/08/14
2638;FALSE;2692;NA
2639;FALSE;272;NA
2640;FALSE;395;06/03/15
2641;FALSE;775;NA
2642;FALSE;2167;NA
2643;FALSE;56;NA
2644;FALSE;194;NA
2645;FALSE;1008;01/04/15
2646;FALSE;372;NA
2647;FALSE;38;NA
2648;FALSE;1403;NA
2649;FALSE;2096;NA
2650;FALSE;493;01/11/14
2651;FALSE;826;NA
2652;FALSE;270;25/01/15
2653;FALSE;325;NA
2654;TRUE;1407;09/05/15
2655;TRUE;883;17/06/13
2656;TRUE;694;01/12/13
2657;TRUE;516;04/09/15
2658;TRUE;1503;20/04/15
2659;FALSE;62;16/05/15
2660;TRUE;553;23/01/14
2661;FALSE;50;NA
2662;FALSE;344;NA
2663;FALSE;18;NA
2664;TRUE;2827;03/10/12
2665;FALSE;490;NA
2666;FALSE;93;NA
2667;FALSE;24;NA
2669;FALSE;437;NA
2670;FALSE;2685;NA
2671;FALSE;21;NA
2672;TRUE;1508;30/01/14
2673;FALSE;139;NA
2674;FALSE;202;29/07/15
2675;FALSE;1360;NA
2676;FALSE;225;NA
2678;FALSE;1008;NA
2679;FALSE;435;NA
2680;FALSE;699;NA
2681;FALSE;558;NA
2682;TRUE;2335;25/02/14
2683;FALSE;1192;13/11/14
2684;FALSE;1708;NA
2685;TRUE;276;07/02/12
2686;FALSE;1382;NA
2687;TRUE;287;11/08/14
2688;FALSE;578;29/10/14
2689;TRUE;213;16/05/13
2691;FALSE;694;15/07/15
2692;FALSE;98;18/09/14
2693;FALSE;631;NA
2694;FALSE;844;02/01/14
2695;TRUE;1006;05/05/15
2696;FALSE;629;NA
2697;FALSE;377;NA
2698;FALSE;2237;NA
2699;FALSE;447;NA
2701;FALSE;803;NA
2702;TRUE;2454;06/03/14
2703;FALSE;205;NA
2704;TRUE;1225;22/01/15
2705;FALSE;91;NA
2706;FALSE;476;NA
2707;FALSE;436;NA
2708;FALSE;371;NA
2709;FALSE;378;11/04/13
2710;TRUE;2096;23/09/14
2711;TRUE;380;07/02/14
2712;FALSE;2221;NA
2713;TRUE;15;06/01/15
2714;FALSE;1068;NA
2715;FALSE;109;NA
2716;FALSE;583;NA
2717;FALSE;1344;NA
2718;FALSE;11649;NA
2719;FALSE;1246;NA
2720;TRUE;1216;09/05/12
2721;FALSE;1292;NA
2722;FALSE;74;NA
2723;FALSE;371;11/08/15
2724;FALSE;412;NA
2725;FALSE;1821;NA
2726;FALSE;125;NA
2727;FALSE;1332;NA
2728;FALSE;1069;NA
2729;FALSE;584;NA
2730;FALSE;590;NA
2731;FALSE;999;NA
2732;TRUE;1769;05/02/15
2733;FALSE;293;NA
2734;FALSE;153;NA
2735;FALSE;346;NA
2736;TRUE;101;16/04/14
2737;FALSE;809;NA
2738;FALSE;1995;NA
2739;FALSE;430;NA
2740;FALSE;739;NA
2741;FALSE;49;NA
2742;TRUE;2145;15/06/15
2743;FALSE;1145;NA
2745;FALSE;1074;NA
2746;TRUE;1974;02/05/14
2747;FALSE;667;30/03/14
2748;TRUE;189;12/09/13
2749;FALSE;371;NA
2750;FALSE;2490;NA
2751;FALSE;348;NA
2752;FALSE;1462;NA
2753;TRUE;86;17/04/12
2754;TRUE;1867;20/03/12
2755;FALSE;568;NA
2756;FALSE;1510;NA
2757;FALSE;641;NA
2758;FALSE;181;NA
2759;FALSE;510;01/03/14
2760;FALSE;1680;NA
2761;TRUE;1273;01/06/14
2762;TRUE;138;16/03/13
2763;FALSE;1941;NA
2764;FALSE;139;NA
2765;FALSE;161;NA
2766;FALSE;1629;NA
2767;FALSE;982;NA
2768;FALSE;879;30/05/13
2770;FALSE;757;NA
2771;FALSE;1601;NA
2772;FALSE;28;NA
2773;TRUE;19;22/06/13
2774;TRUE;412;12/08/11
2775;FALSE;2831;27/09/14
2776;FALSE;156;NA
2777;FALSE;79;NA
2778;FALSE;80;NA
2779;FALSE;165;NA
2780;FALSE;823;NA
2781;FALSE;729;NA
2782;FALSE;1659;NA
2783;FALSE;504;NA
2784;FALSE;385;NA
2785;FALSE;21;NA
2786;FALSE;1157;NA
2787;FALSE;155;NA
2788;FALSE;1736;NA
2789;FALSE;761;NA
2790;FALSE;4253;NA
2791;TRUE;2423;17/04/15
2792;TRUE;5788;11/08/15
2793;TRUE;1891;08/12/11
2794;FALSE;812;08/10/14
2795;FALSE;11;NA
2796;TRUE;882;25/01/13
2797;FALSE;643;NA
2798;FALSE;2042;NA
2799;FALSE;1549;NA
2800;FALSE;25;NA
2801;FALSE;138;NA
2802;FALSE;191;NA
2803;FALSE;1154;NA
2804;FALSE;869;NA
2805;FALSE;340;31/08/13
2806;FALSE;71;NA
2807;FALSE;166;NA
2808;FALSE;28;NA
2809;FALSE;0;NA
2810;TRUE;975;09/10/14
2811;FALSE;545;NA
2812;FALSE;936;15/06/14
2813;FALSE;1360;NA
2814;TRUE;16;10/04/13
2815;TRUE;383;14/08/14
2816;FALSE;1357;NA
2817;TRUE;41;19/11/14
2818;FALSE;1018;17/12/14
2819;FALSE;1506;NA
2820;FALSE;329;NA
2821;FALSE;161;NA
2822;FALSE;1092;NA
2823;TRUE;1232;13/12/14
2824;FALSE;1328;NA
2825;TRUE;312;10/02/12
2826;TRUE;284;11/01/14
2827;FALSE;1513;NA
2828;TRUE;278;07/11/12
2829;TRUE;1125;04/10/14
2830;TRUE;2437;10/10/14
2831;TRUE;3216;30/04/14
2832;FALSE;1130;NA
2833;TRUE;1781;25/11/12
2834;TRUE;994;08/05/15
2835;FALSE;49;NA
2836;FALSE;525;NA
2837;FALSE;2034;NA
2838;TRUE;2788;21/05/15
2839;TRUE;373;23/02/14
2840;TRUE;2767;14/04/14
2841;TRUE;235;24/03/15
2842;FALSE;517;14/07/15
2843;TRUE;545;29/05/12
2844;TRUE;1142;17/05/14
2845;FALSE;1071;NA
2846;FALSE;1935;NA
2847;FALSE;1713;NA
2848;FALSE;1658;NA
2849;FALSE;1719;NA
2850;FALSE;1414;NA
2851;FALSE;456;NA
2852;TRUE;1454;19/03/13
2853;FALSE;1044;NA
2854;FALSE;899;NA
2856;FALSE;3808;NA
2857;TRUE;1800;01/08/13
2858;TRUE;383;23/01/15
2859;FALSE;929;NA
2860;FALSE;2782;NA
2861;FALSE;71;NA
2862;FALSE;1374;09/11/12
2863;FALSE;4911;07/09/14
2864;FALSE;328;NA
2865;FALSE;1575;NA
2867;FALSE;630;13/06/13
2868;FALSE;8247;NA
2869;FALSE;654;NA
2870;FALSE;2548;NA
2871;TRUE;2099;03/02/15
2872;FALSE;886;14/06/13
2873;FALSE;363;NA
2874;FALSE;425;NA
2875;FALSE;1385;NA
2876;FALSE;4227;NA
2877;FALSE;1186;NA
2878;FALSE;1284;NA
2879;FALSE;475;NA
2880;FALSE;1265;NA
2881;FALSE;137;NA
2882;FALSE;54;NA
2883;FALSE;39;05/06/15
2884;FALSE;874;NA
2885;TRUE;516;28/02/15
2886;FALSE;67;NA
2887;TRUE;583;17/06/15
2888;FALSE;10774;NA
2889;FALSE;234;NA
2890;FALSE;1937;NA
2891;TRUE;2831;25/11/13
2893;FALSE;1045;NA
2894;TRUE;3421;15/07/13
2895;FALSE;527;NA
2896;FALSE;289;NA
2897;FALSE;253;NA
2898;FALSE;982;NA
2899;FALSE;1654;NA
2900;FALSE;1111;NA
2901;FALSE;2829;01/04/14
2902;FALSE;1009;NA
2903;TRUE;604;10/07/15
2904;FALSE;164;12/04/15
2905;TRUE;1307;22/01/14
2906;FALSE;1051;NA
2907;FALSE;293;NA
2908;FALSE;121;NA
2909;TRUE;1644;06/01/13
2910;TRUE;171;05/01/15
2911;FALSE;1389;NA
2912;TRUE;1126;26/03/15
2913;FALSE;512;NA
2914;FALSE;716;NA
2915;FALSE;2158;NA
2916;FALSE;880;NA
2917;FALSE;399;16/04/14
2918;FALSE;1918;15/05/15
2919;FALSE;432;NA
2920;TRUE;1245;24/09/14
2921;FALSE;658;14/11/14
2922;FALSE;1051;NA
2923;FALSE;636;NA
2924;TRUE;799;21/02/13
2925;FALSE;453;NA
2926;TRUE;142;12/05/12
2927;FALSE;321;NA
2928;FALSE;451;NA
2929;FALSE;84;NA
2930;TRUE;1555;07/07/13
2931;FALSE;417;NA
2932;FALSE;465;NA
2933;FALSE;91;NA
2934;TRUE;449;20/11/14
2935;FALSE;1001;NA
2936;FALSE;12;NA
2937;FALSE;1330;NA
2938;FALSE;5223;NA
2939;FALSE;2280;NA
2940;TRUE;750;24/05/15
2941;FALSE;32;NA
2942;TRUE;70;15/12/14
2943;FALSE;499;10/02/14
2944;FALSE;1085;NA
2945;FALSE;123;NA
2946;FALSE;1;NA
2947;FALSE;96;30/12/12
2948;FALSE;481;08/08/14
2949;FALSE;941;NA
2950;FALSE;1520;NA
2952;FALSE;1680;NA
2953;FALSE;5;NA
2954;FALSE;157;NA
2955;TRUE;251;13/05/13
2956;FALSE;702;NA
2957;FALSE;898;NA
2958;FALSE;590;NA
2959;FALSE;2015;NA
2960;FALSE;193;NA
2961;FALSE;371;NA
2962;TRUE;3344;27/05/14
2963;FALSE;574;NA
2964;FALSE;632;NA
2965;TRUE;250;26/09/14
2966;FALSE;1106;NA
2967;FALSE;215;NA
2968;FALSE;1406;NA
2969;FALSE;993;NA
2970;FALSE;211;NA
2971;FALSE;848;NA
2973;TRUE;834;02/01/12
2974;TRUE;1322;11/01/13
2975;FALSE;447;NA
2976;TRUE;121;12/02/15
2977;TRUE;1259;17/07/14
2978;FALSE;489;NA
2979;TRUE;263;15/08/15
2980;TRUE;1691;02/06/14
2981;FALSE;167;NA
2982;TRUE;211;22/10/13
2983;FALSE;341;14/05/14
2984;FALSE;205;NA
2985;FALSE;1346;NA
2986;TRUE;33;28/11/14
2987;FALSE;663;NA
2988;TRUE;1318;27/11/12
2989;FALSE;2360;NA
2990;FALSE;152;NA
2991;FALSE;93;NA
2992;FALSE;2703;NA
2993;FALSE;1918;NA
2994;FALSE;244;NA
2995;FALSE;992;NA
2996;FALSE;588;NA
2997;FALSE;507;NA
2998;FALSE;1516;NA
2999;FALSE;1252;20/06/14
3000;FALSE;108;13/04/15
3001;FALSE;273;NA
3002;FALSE;1280;NA
3003;TRUE;889;26/05/15
3004;TRUE;1679;30/06/13
3005;FALSE;418;16/03/14
3006;FALSE;2146;19/09/14
3007;FALSE;166;NA
3008;FALSE;209;NA
3009;TRUE;281;21/06/14
3010;FALSE;3304;NA
3011;TRUE;963;10/01/14
3012;FALSE;340;NA
3013;FALSE;137;NA
3014;FALSE;266;06/07/14
3015;FALSE;1043;NA
3016;FALSE;1469;NA
3017;FALSE;80;NA
3018;TRUE;463;09/09/13
3019;TRUE;1;10/03/14
3020;TRUE;921;27/04/15
3021;FALSE;550;NA
3022;FALSE;3024;NA
3024;FALSE;1103;NA
3025;TRUE;1299;13/12/14
3026;FALSE;3;NA
3027;FALSE;530;NA
3028;TRUE;482;17/04/13
3029;FALSE;768;NA
3030;FALSE;1076;NA
3031;FALSE;86;NA
3032;FALSE;334;NA
3033;FALSE;131;NA
3034;FALSE;353;NA
3035;FALSE;1059;NA
3036;FALSE;1890;NA
3037;TRUE;637;30/03/14
3038;FALSE;559;NA
3039;FALSE;3;25/04/15
3040;FALSE;384;NA
3041;TRUE;1452;15/01/13
3042;TRUE;347;21/02/13
3043;FALSE;165;NA
3044;FALSE;1293;NA
3045;FALSE;419;NA
3046;TRUE;1745;08/03/13
3047;FALSE;7569;NA
3048;FALSE;131;NA
3049;TRUE;264;17/01/15
3050;TRUE;2475;05/06/15
3051;FALSE;693;17/08/14
3052;FALSE;1020;NA
3053;FALSE;432;25/06/15
3054;TRUE;270;18/09/13
3055;TRUE;429;19/04/14
3056;FALSE;955;NA
3057;TRUE;1744;29/12/14
3058;FALSE;92;NA
3059;FALSE;121;04/08/15
3060;FALSE;221;NA
3061;TRUE;546;30/03/12
3062;FALSE;657;NA
3063;TRUE;375;11/04/13
3064;TRUE;1668;18/02/14
3065;TRUE;548;19/07/14
3066;FALSE;284;NA
3067;FALSE;127;08/12/14
3068;TRUE;1682;19/03/15
3069;FALSE;225;NA
3070;FALSE;2914;NA
3071;FALSE;1423;NA
3072;FALSE;420;NA
3073;FALSE;853;NA
3074;FALSE;484;NA
3075;TRUE;925;24/01/12
3076;TRUE;387;16/01/13
3077;FALSE;2073;NA
3078;TRUE;323;15/10/11
3079;FALSE;1524;NA
3080;TRUE;3072;27/05/15
3081;FALSE;531;24/07/14
3082;FALSE;12491;NA
3083;FALSE;1348;NA
3084;TRUE;1371;23/10/14
3085;FALSE;1651;NA
3086;FALSE;271;NA
3087;TRUE;30;19/05/13
3088;FALSE;296;NA
3089;FALSE;51;27/07/13
3090;FALSE;507;NA
3091;FALSE;63;NA
3092;FALSE;251;NA
3093;FALSE;1217;NA
3094;FALSE;1971;NA
3095;TRUE;1660;20/02/15
3096;FALSE;45;NA
3097;FALSE;365;NA
3098;FALSE;2862;NA
3099;FALSE;1037;17/12/13
3100;FALSE;500;NA
3101;FALSE;459;03/08/15
3102;FALSE;1093;NA
3103;FALSE;2775;NA
3104;FALSE;3589;NA
3105;FALSE;687;NA
3106;FALSE;167;NA
3107;FALSE;1065;25/12/14
3108;FALSE;1315;NA
3109;FALSE;59;NA
3110;FALSE;273;NA
3111;TRUE;56;13/02/15
3112;FALSE;215;NA
3113;FALSE;132;NA
3114;FALSE;1480;NA
3115;FALSE;300;NA
3116;FALSE;833;NA
3117;FALSE;1827;NA
3118;FALSE;1265;NA
3119;FALSE;821;NA
3120;FALSE;118;02/05/14
3121;FALSE;2860;NA
3122;FALSE;1347;NA
3123;TRUE;258;11/02/14
3124;FALSE;2322;04/10/13
3125;FALSE;994;NA
3126;TRUE;1227;18/05/13
3127;TRUE;1836;17/07/15
3128;TRUE;461;27/08/12
3129;TRUE;492;26/12/13
3131;TRUE;520;28/09/14
3132;FALSE;359;NA
3133;FALSE;206;NA
3134;FALSE;367;NA
3136;TRUE;162;14/07/13
3137;FALSE;340;NA
3138;FALSE;2113;NA
3139;FALSE;579;NA
3140;FALSE;833;NA
3142;TRUE;2912;03/12/13
3143;FALSE;2218;NA
3144;FALSE;158;NA
3145;TRUE;18;06/08/13
3146;FALSE;470;NA
3148;FALSE;201;NA
3149;TRUE;1605;28/02/14
3150;FALSE;1875;NA
3151;TRUE;730;18/12/14
3152;FALSE;803;NA
3153;FALSE;36;NA
3154;TRUE;489;30/07/13
3155;TRUE;104;07/04/13
3156;FALSE;1430;06/01/14
3157;FALSE;425;NA
3158;FALSE;864;NA
3159;FALSE;27;NA
3160;FALSE;1369;NA
3161;FALSE;758;NA
3162;FALSE;164;NA
3163;FALSE;235;NA
3164;FALSE;369;06/05/14
3166;FALSE;2402;NA
3167;FALSE;152;NA
3168;FALSE;2617;NA
3169;TRUE;1643;27/02/15
3170;TRUE;1301;16/08/15
3171;FALSE;160;NA
3172;FALSE;1416;NA
3173;FALSE;685;NA
3174;FALSE;783;NA
3175;FALSE;497;01/06/15
3176;FALSE;1165;NA
3177;FALSE;826;NA
3178;FALSE;1140;NA
3179;TRUE;667;05/05/13
3180;TRUE;140;20/04/14
3181;TRUE;179;14/09/12
3182;FALSE;622;17/10/14
3183;FALSE;334;22/09/14
3184;TRUE;714;05/01/14
3185;FALSE;1136;NA
3186;TRUE;41;18/03/13
3187;FALSE;1641;23/09/14
3188;FALSE;263;15/08/15
3189;FALSE;1739;NA
3190;TRUE;1342;16/12/12
3191;FALSE;1324;NA
3192;FALSE;1232;NA
3193;TRUE;1310;24/02/14
3194;FALSE;106;NA
3195;FALSE;789;02/10/13
3196;TRUE;390;30/06/13
3198;FALSE;481;NA
3199;TRUE;1568;05/02/13
3200;FALSE;78;18/09/14
3201;FALSE;278;NA
3202;FALSE;1101;NA
3203;FALSE;407;NA
3204;FALSE;1660;NA
3205;FALSE;466;NA
3206;FALSE;91;NA
3207;TRUE;402;26/06/14
3208;FALSE;141;NA
3209;FALSE;1185;NA
3210;TRUE;1852;20/11/11
3211;FALSE;919;NA
3212;FALSE;897;NA
3213;FALSE;605;NA
3214;TRUE;2190;22/08/14
3215;FALSE;1402;NA
3216;TRUE;1086;17/04/14
3217;FALSE;238;NA
3218;FALSE;1206;NA
3219;FALSE;60;NA
3220;FALSE;211;NA
3221;FALSE;254;NA
3222;FALSE;228;NA
3223;FALSE;1003;01/03/15
3224;FALSE;335;NA
3225;TRUE;1064;28/10/12
3226;TRUE;161;11/09/12
3227;FALSE;40;31/07/14
3228;FALSE;569;NA
3229;FALSE;324;NA
3230;FALSE;1780;NA
3231;FALSE;1310;NA
3232;FALSE;10;NA
3233;FALSE;3068;NA
3234;FALSE;17;NA
3235;FALSE;889;NA
3236;FALSE;202;NA
3237;FALSE;1093;NA
3238;FALSE;2309;NA
3239;FALSE;1605;NA
3240;FALSE;1067;NA
3241;FALSE;25;NA
3242;FALSE;666;NA
3243;FALSE;581;NA
3244;FALSE;187;NA
3245;FALSE;960;NA
3246;TRUE;343;04/11/11
3247;FALSE;1143;17/10/14
3248;FALSE;65;NA
3249;FALSE;1948;NA
3250;FALSE;425;NA
3251;FALSE;1103;NA
3252;TRUE;27;18/11/13
3253;FALSE;1180;20/03/14
3254;FALSE;1705;NA
3255;TRUE;0;14/11/14
3256;FALSE;3212;NA
3257;FALSE;166;NA
3258;FALSE;754;19/04/14
3259;FALSE;1915;NA
3260;TRUE;216;08/09/14
3261;FALSE;82;NA
3262;FALSE;711;NA
3263;FALSE;380;NA
3264;TRUE;2283;10/10/13
3265;FALSE;789;28/10/14
3266;FALSE;821;NA
3267;FALSE;253;NA
3268;FALSE;1951;NA
3269;FALSE;228;13/02/13
3270;FALSE;825;NA
3271;TRUE;1941;21/09/14
3272;FALSE;2040;NA
3273;TRUE;1458;21/02/15
3274;FALSE;1952;26/11/13
3275;FALSE;1344;NA
3276;FALSE;3216;NA
3277;FALSE;1366;NA
3278;TRUE;329;11/01/13
3279;FALSE;241;NA
3280;FALSE;319;NA
3281;TRUE;707;21/10/13
3282;FALSE;298;NA
3283;FALSE;685;NA
3284;FALSE;1183;NA
3286;TRUE;874;29/08/15
3287;FALSE;319;NA
3288;FALSE;482;NA
3289;FALSE;10;NA
3290;FALSE;593;NA
3291;TRUE;659;13/09/13
3292;TRUE;491;05/03/15
3293;FALSE;1400;NA
3294;TRUE;830;02/02/13
3295;FALSE;1583;NA
3296;FALSE;590;NA
3297;FALSE;1514;NA
3298;FALSE;29;NA
3299;FALSE;43;NA
3300;TRUE;299;23/07/15
3301;FALSE;256;NA
3302;FALSE;2117;NA
3303;FALSE;231;NA
3304;TRUE;2354;05/06/13
3305;FALSE;16;NA
3306;TRUE;393;29/09/14
3307;FALSE;1859;NA
3308;TRUE;887;03/03/13
3309;FALSE;521;NA
3310;FALSE;3040;NA
3311;FALSE;890;NA
3312;TRUE;6211;02/05/13
3313;FALSE;925;NA
3314;FALSE;254;NA
3315;TRUE;200;01/08/15
3316;FALSE;2155;NA
3317;TRUE;2614;10/07/15
3318;TRUE;358;13/03/15
3319;FALSE;2242;NA
3320;TRUE;83;10/03/13
3321;FALSE;649;NA
3322;TRUE;1099;28/02/14
3323;FALSE;115;NA
3324;TRUE;446;24/06/15
3325;FALSE;1509;NA
3326;FALSE;158;NA
3327;FALSE;324;NA
3328;FALSE;661;NA
3329;FALSE;1870;NA
3330;TRUE;1305;13/11/12
3331;FALSE;1793;NA
3332;FALSE;492;NA
3333;FALSE;32;NA
3334;FALSE;1143;NA
3335;TRUE;1737;23/06/12
3336;FALSE;1229;NA
3337;TRUE;784;16/12/14
3338;FALSE;30;NA
3339;TRUE;593;02/12/12
3340;FALSE;606;NA
3341;TRUE;570;07/03/13
3342;FALSE;1388;NA
3343;FALSE;3279;NA
3344;FALSE;2045;NA
3345;FALSE;307;NA
3346;FALSE;2763;NA
3347;FALSE;652;NA
3348;FALSE;1584;NA
3349;FALSE;1140;28/05/15
3350;FALSE;390;NA
3351;FALSE;1512;NA
3352;FALSE;3532;NA
3353;TRUE;1678;12/05/14
3354;TRUE;709;25/04/15
3355;FALSE;515;NA
3356;FALSE;921;NA
3357;TRUE;595;04/09/13
3358;FALSE;206;NA
3359;FALSE;1201;NA
3360;FALSE;76;NA
3361;TRUE;0;17/10/13
3362;FALSE;128;NA
3363;FALSE;2457;NA
3364;FALSE;2907;NA
3365;TRUE;1675;03/08/15
3366;TRUE;400;15/04/14
3367;FALSE;1310;NA
3368;FALSE;1552;NA
3369;FALSE;6;NA
3370;TRUE;695;13/04/14
3371;FALSE;1693;NA
3372;TRUE;1425;05/06/14
3373;FALSE;369;NA
3374;FALSE;259;NA
3375;FALSE;1350;31/01/15
3376;FALSE;99;NA
3377;FALSE;799;NA
3378;FALSE;460;NA
3379;FALSE;2807;NA
3380;FALSE;287;NA
3381;FALSE;1016;NA
3382;FALSE;181;NA
3383;FALSE;471;NA
3384;FALSE;807;NA
3385;FALSE;1342;NA
3386;FALSE;2920;15/10/12
3387;TRUE;342;03/03/12
3388;FALSE;795;NA
3389;TRUE;1054;13/08/15
3390;FALSE;949;NA
3391;FALSE;1580;NA
3392;FALSE;685;NA
3393;TRUE;206;17/09/13
3394;FALSE;172;NA
3395;FALSE;1887;NA
3396;FALSE;1941;26/02/15
3397;FALSE;877;NA
3398;TRUE;840;02/09/14
3399;FALSE;354;NA
3400;TRUE;291;01/06/14
3401;FALSE;394;05/09/15
3402;FALSE;1857;NA
3403;TRUE;794;23/07/14
3404;FALSE;1107;NA
3405;FALSE;1293;NA
3406;FALSE;130;20/03/15
3407;TRUE;618;05/04/15
3408;FALSE;415;NA
3409;FALSE;1565;NA
3410;FALSE;1122;NA
3411;FALSE;564;NA
3412;FALSE;670;NA
3413;FALSE;178;15/02/15
3414;FALSE;51;NA
3415;FALSE;847;NA
3416;FALSE;420;NA
3417;FALSE;80;NA
3418;TRUE;294;04/09/13
3419;FALSE;12;NA
3420;FALSE;3337;21/12/13
3421;FALSE;860;NA
3422;FALSE;99;NA
3424;FALSE;57;23/07/15
3425;FALSE;294;NA
3426;TRUE;985;24/06/14
3427;FALSE;429;NA
3428;TRUE;1511;03/02/15
3429;FALSE;68;NA
3430;FALSE;3032;24/02/15
3431;FALSE;1588;NA
3433;FALSE;279;NA
3434;FALSE;1734;NA
3435;FALSE;724;NA
