Id2;application_when;address_state;occupation;birth_date;monthly_income;monthly_rent;residence_rent_or_own;residence_duration;bank_account_duration;home_phone_type;gender;score_TU;score_FICO_money;score_lexisnexis;score_serasa;score_unit4;credit_line_requested;credit_line_approved
1690;27/10/13 20:17;SP;Prosthodontist;29/05/59;0;1350;FALSE;6 months or less;3+ years;Mobile;male;200;320;264;372;162;1500;1200
1691;17/11/13 18:22;PR;Technical support specialist;06/05/89;400;1250;TRUE;7-12 months;3+ years;Work;female;200;200;251;57;406;3000;1000
1692;18/09/14 17:31;SP;Heavy truck and tractor-trailer driver;28/11/57;6900;1800;FALSE;3+ years;3+ years;Mobile;male;366;516;331;0;416;18000;17600
1693;19/08/13 21:05;MT;Staffing and assignments coordinator;22/10/87;1600;150;TRUE;3+ years;1-2 years;Mobile;male;267;137;248;478;444;6500;5900
1694;26/06/14 20:03;CE;Termite control technician;26/06/77;1400;1250;TRUE;3+ years;7-12 months;Mobile;female;251;100;239;0;432;20000;19700
1695;30/10/13 21:12;SP;Parole officer;04/08/61;5000;500;TRUE;1-2 years;1-2 years;Mobile;male;234;311;332;6;447;6000;5600
1696;25/10/13 17:02;RJ;Punch card operator;18/04/91;2700;0;FALSE;7-12 months;3+ years;Mobile;male;672;766;618;165;576;17500;17200
1697;23/03/14 13:34;GO;Job service consultant;25/03/57;1900;950;FALSE;3+ years;7-12 months;Mobile;female;533;448;393;776;419;2000;1700
1698;05/12/14 10:39;MG;Computer systems analyst;01/02/71;3900;1200;FALSE;1-2 years;3+ years;Mobile;female;204;100;217;0;210;2000;1100
1699;24/07/14 12:37;DF;Vocational counselor;11/07/59;2800;100;FALSE;6 months or less;3+ years;Mobile;female;710;624;625;0;341;2500;1400
1700;17/10/11 16:06;MG;Ophthalmic medical assistant;01/03/75;5300;250;TRUE;6 months or less;3+ years;Work;male;203;332;242;37;313;1500;1300
1701;06/02/12 19:46;PB;Mail processor;23/09/78;5900;450;FALSE;3+ years;3+ years;Mobile;male;200;255;233;41;408;15000;14500
1702;12/09/14 11:16;MG;Urology nurse;17/03/73;5500;300;FALSE;3+ years;1-2 years;Work;female;516;420;567;552;340;18000;16300
1703;02/11/12 12:57;PR;Sheet metal worker;25/01/72;800;3200;TRUE;3+ years;3+ years;Home;male;766;850;542;0;567;8500;7800
1704;01/07/12 13:08;MS;Software engineer;23/09/68;9000;2250;FALSE;3+ years;6 months or less;Home;male;200;100;200;240;528;2000;1200
1705;26/06/14 20:14;PE;Logging equipment operator;18/10/74;3900;950;FALSE;3+ years;3+ years;Mobile;male;200;100;200;79;584;2500;1100
1706;22/09/11 15:34;SP;Certified respiratory therapist;12/04/62;5700;0;FALSE;3+ years;7-12 months;Mobile;female;200;330;310;268;255;11500;11000
1707;04/07/14 12:12;MT;Self enrichment teacher;24/01/78;1000;2250;TRUE;3+ years;3+ years;Mobile;male;697;850;608;520;417;2000;1200
1708;05/06/12 22:15;CE;Community supervision officer;12/03/68;2400;1300;TRUE;3+ years;1-2 years;Home;female;744;848;562;363;344;1500;1100
1709;25/02/13 10:52;PE;Physical geographer;22/12/50;7700;1800;TRUE;3+ years;6 months or less;Mobile;female;571;656;541;179;484;10000;9400
1710;09/01/15 14:13;SP;Multiple machine tool operator;01/07/78;5600;1600;FALSE;3+ years;6 months or less;Home;male;590;563;490;396;656;13500;12800
1711;12/03/14 17:39;SP;Audio-visual collections specialist;18/02/90;3400;650;TRUE;3+ years;3+ years;Mobile;female;310;376;315;251;639;1500;1100
1712;05/04/14 20:50;RN;Anthropologist;15/07/76;2500;2600;TRUE;7-12 months;3+ years;Mobile;female;212;299;200;552;359;18000;17500
1713;11/01/12 16:27;RS;Funeral manager;26/02/66;700;200;TRUE;7-12 months;3+ years;Mobile;male;200;197;292;149;339;2000;1200
1714;25/08/14 11:16;PE;Esthetician;07/02/71;1200;400;TRUE;3+ years;6 months or less;Mobile;male;201;557;200;531;204;2000;1300
1715;01/02/14 22:14;RJ;Patient educator;06/06/78;4600;850;TRUE;3+ years;6 months or less;Mobile;female;200;100;268;198;375;1500;1100
1716;22/07/13 12:04;MG;Graphic designer;07/08/76;3400;1550;TRUE;6 months or less;3+ years;Mobile;male;710;850;619;130;359;16000;15500
1717;22/10/12 13:35;PR;Paraprofessional;21/02/61;1200;1150;TRUE;6 months or less;3+ years;Mobile;female;313;398;334;0;324;2000;1200
1718;08/12/14 08:29;BA;ESOL teacher;04/08/93;1900;3050;TRUE;6 months or less;1-2 years;Mobile;female;773;672;611;115;469;1500;1300
1719;01/09/14 21:25;RJ;Substance abuse and behavioral disorder counselor;29/09/95;6900;500;TRUE;3+ years;3+ years;Mobile;male;200;137;204;479;435;18000;17900
1720;15/11/12 20:17;SP;Principal secretary;04/04/88;3500;150;TRUE;7-12 months;1-2 years;Mobile;female;325;100;268;135;50;2500;1100
1721;07/09/11 15:31;SP;Ambulance attendant;04/05/90;4000;150;TRUE;3+ years;3+ years;Mobile;male;238;191;241;531;248;1500;1100
1722;30/09/14 22:12;RJ;Physical chemist;18/08/89;800;1200;TRUE;6 months or less;1-2 years;Mobile;female;263;100;310;484;443;19000;18500
1723;12/07/13 16:00;MS;Boatswain;21/06/80;800;2950;TRUE;3+ years;1-2 years;Mobile;female;200;327;297;0;204;19000;18400
1724;24/12/12 14:46;SC;Chemical equipment operator;31/12/80;1200;1000;TRUE;1-2 years;1-2 years;Mobile;female;734;709;595;0;462;21500;20800
1725;24/10/13 00:09;CE;Roof bolter;27/07/64;1600;900;FALSE;3+ years;1-2 years;Mobile;female;482;371;422;0;632;2000;1400
1726;09/09/14 21:01;RN;Nephrology nurse;22/08/82;7200;1700;TRUE;7-12 months;6 months or less;Mobile;male;200;100;273;86;188;3000;1600
1727;27/01/13 13:27;RS;Store detective;08/04/92;4800;0;TRUE;6 months or less;3+ years;Mobile;male;388;113;320;0;75;13000;12100
1728;24/03/14 16:08;SP;Human resources supervisor;23/02/73;2600;400;TRUE;3+ years;1-2 years;Mobile;female;583;614;519;281;471;17000;16900
1729;04/07/15 09:58;SP;Septic tank servicer;24/05/60;2500;3000;FALSE;3+ years;3+ years;Mobile;male;707;810;630;0;512;8000;7400
1730;17/09/13 14:05;PE;Composer;13/03/89;3400;100;TRUE;7-12 months;1-2 years;Mobile;female;729;790;633;0;149;8000;7300
1731;03/02/15 15:44;SP;Auto damage appraiser;06/07/64;2400;0;FALSE;3+ years;7-12 months;Mobile;male;612;850;521;207;100;2000;1300
1732;10/01/14 11:47;RJ;Management analyst;02/07/57;1700;750;FALSE;3+ years;3+ years;Mobile;female;290;209;295;133;456;2500;1100
1733;18/02/15 20:56;PR;Treasurer;23/05/91;11800;3750;TRUE;3+ years;3+ years;Mobile;male;726;771;690;570;358;29500;29200
1734;15/09/12 21:23;SP;Gas pumping station operator;24/08/88;1100;2000;TRUE;3+ years;3+ years;Mobile;male;723;850;501;0;381;9500;8700
1735;08/11/14 21:06;MS;Administrative services manager;26/07/55;2000;350;FALSE;3+ years;3+ years;Mobile;female;200;206;250;73;247;2000;1000
1736;28/07/12 04:22;SP;Title examiner;24/09/93;6500;2450;TRUE;6 months or less;3+ years;Mobile;female;600;747;516;0;557;17500;17000
1737;17/03/12 12:22;PE;Property custodian;01/03/71;1000;900;TRUE;1-2 years;1-2 years;Mobile;male;579;260;462;0;503;2500;2100
1738;13/12/13 15:51;PE;Ophthalmologist;24/01/93;7600;2950;TRUE;3+ years;3+ years;Mobile;female;603;488;690;211;659;8000;6800
1739;08/06/15 21:56;SP;Surgeon;08/02/70;400;1700;TRUE;1-2 years;3+ years;Mobile;female;758;760;650;346;318;13000;12200
1740;17/12/12 18:16;RS;Correctional treatment specialist;29/10/69;700;300;TRUE;6 months or less;3+ years;Home;male;314;516;200;248;442;2000;1500
1741;19/04/13 22:19;SP;Telephone installer;14/01/79;7000;1150;TRUE;3+ years;6 months or less;Mobile;male;703;633;562;0;326;23000;22700
1742;09/06/13 18:40;PR;Industrial hygienist;25/01/55;3300;500;TRUE;3+ years;3+ years;Mobile;female;686;700;584;16;272;11000;10500
1743;22/03/12 17:31;PR;Library technical assistant;30/08/78;900;100;TRUE;3+ years;6 months or less;Mobile;male;313;221;337;783;376;12500;11700
1744;11/05/15 12:32;GO;Product designer;01/10/82;3500;550;TRUE;1-2 years;3+ years;Mobile;female;703;639;618;554;429;13500;12900
1745;19/04/13 20:01;CE;Paralegal;13/11/84;4900;1800;FALSE;3+ years;3+ years;Mobile;male;618;815;561;150;485;1500;1000
1746;13/06/13 11:24;SP;Training and development specialist;26/06/66;2800;1050;TRUE;3+ years;3+ years;Mobile;female;798;850;690;59;461;1500;1100
1747;15/11/14 12:39;PR;Kindergarten teacher;23/07/74;1500;1550;TRUE;3+ years;1-2 years;Mobile;female;382;714;364;208;344;1500;1100
1748;18/05/11 19:27;RJ;Mixing and blending machine tender;13/10/88;4400;350;TRUE;3+ years;3+ years;Mobile;female;625;850;469;23;602;24000;22600
1749;19/03/14 21:23;RJ;Coin, vending, and amusement machine servicer repairer;13/04/87;3600;1300;TRUE;6 months or less;1-2 years;Mobile;female;599;642;518;31;335;2000;1100
1750;09/06/14 16:12;TO;Sales worker;14/02/49;4800;350;FALSE;3+ years;3+ years;Mobile;male;702;748;574;218;475;20000;18800
1751;07/10/14 17:20;RS;Cargo and freight agent;05/03/69;6100;550;FALSE;1-2 years;1-2 years;Mobile;female;200;100;204;0;100;7500;6400
1752;08/06/15 11:52;GO;Ground controller;18/08/46;5000;2150;FALSE;3+ years;7-12 months;Mobile;female;486;644;545;627;512;12000;11800
1753;23/02/15 08:16;SP;Benefits director;25/10/79;5600;1500;TRUE;3+ years;1-2 years;Mobile;male;786;850;646;61;448;11000;10400
1754;19/08/12 15:06;SP;Construction and building inspector;26/08/67;1800;700;FALSE;3+ years;3+ years;Mobile;female;441;663;372;41;227;7500;6800
1755;24/12/13 12:32;ES;Administrative assistant for human resource;15/05/80;2900;3350;TRUE;3+ years;6 months or less;Home;male;675;846;636;483;430;1500;1100
1756;01/01/14 11:47;GO;Contract administrator;31/01/49;8300;1050;FALSE;7-12 months;3+ years;Mobile;male;791;741;591;44;98;3000;1200
1757;05/05/12 17:04;MA;Addictions nurse;19/03/78;1600;600;TRUE;1-2 years;3+ years;Mobile;female;724;850;690;628;478;1500;1200
1758;20/12/14 14:37;ES;Photographic equipment repairer;18/10/58;1500;150;TRUE;3+ years;7-12 months;Mobile;female;325;229;460;329;53;12000;11500
1759;23/12/13 20:35;AL;Motel desk clerk;09/06/94;1300;200;TRUE;6 months or less;1-2 years;Mobile;female;686;785;589;85;529;2000;1100
1760;12/08/11 05:56;DF;Order clerk;27/06/78;5900;1850;FALSE;1-2 years;3+ years;Home;male;614;663;529;129;441;22500;21300
1761;14/10/13 13:50;PA;Cooling and freezing equipment tender;27/01/86;3500;4100;TRUE;1-2 years;3+ years;Home;female;691;612;552;77;695;1500;1100
1762;23/04/14 20:57;SP;Community health educator;12/07/96;7100;2250;TRUE;1-2 years;3+ years;Mobile;female;769;850;582;48;227;7500;6900
1763;22/08/13 04:42;SP;Workforce development specialist;15/07/62;1100;500;TRUE;1-2 years;3+ years;Mobile;male;200;145;297;174;156;2500;1100
1764;20/12/11 16:09;SP;Gynecologist;02/08/77;6300;1750;TRUE;3+ years;7-12 months;Mobile;male;200;462;236;49;491;17500;17000
1765;20/09/14 11:23;SP;IT manager;11/04/00;500;600;TRUE;7-12 months;3+ years;Mobile;male;200;183;200;69;333;2500;1100
1766;16/08/12 10:52;PE;Executive;23/04/72;2200;450;TRUE;1-2 years;3+ years;Mobile;male;200;378;214;647;78;2000;1300
1767;02/05/12 09:52;SC;Food preparation worker;13/12/86;400;900;TRUE;7-12 months;3+ years;Mobile;male;329;321;200;128;592;3500;1100
1768;20/04/11 10:04;SP;Infusion nurse;09/10/74;1000;100;TRUE;3+ years;7-12 months;Mobile;male;645;850;519;512;724;2500;1500
1769;22/03/15 18:39;SP;Coin, vending, and amusement machine servicer;22/11/79;3800;350;TRUE;3+ years;1-2 years;Mobile;female;455;304;397;68;350;12500;11200
1770;07/07/15 23:30;RJ;Mechanical inspector;17/04/81;300;850;TRUE;3+ years;3+ years;Mobile;male;200;151;241;67;372;3000;1100
1771;19/10/13 17:37;PE;Customs agent;14/02/00;900;700;TRUE;6 months or less;1-2 years;Mobile;male;200;100;218;253;389;13000;11800
1772;04/06/15 12:39;MG;Locomotive engineer;14/03/87;4000;1450;FALSE;1-2 years;6 months or less;Mobile;male;586;359;595;319;617;5500;5400
1773;21/10/13 12:17;SP;Political geographer;26/05/64;5300;2300;FALSE;3+ years;3+ years;Mobile;female;740;484;653;497;426;2000;1500
1774;04/12/11 06:04;ES;Manicurist;15/07/56;4500;400;FALSE;3+ years;1-2 years;Mobile;female;774;723;662;0;661;19000;18300
1775;17/11/14 20:17;SP;Meeting director;28/10/89;14300;4000;TRUE;3+ years;3+ years;Mobile;female;234;300;315;664;392;5500;5000
1776;28/11/13 18:06;DF;Pipe organ repairer;22/02/60;11500;3100;FALSE;3+ years;3+ years;Mobile;male;755;850;667;403;596;18000;17200
1777;27/04/15 20:48;RJ;Correctional treatment specialist;27/05/88;200;2050;TRUE;3+ years;6 months or less;Mobile;female;668;100;562;0;708;2000;1600
1778;15/04/15 13:24;RS;Margin clerk;17/04/81;7200;0;FALSE;3+ years;3+ years;Mobile;female;391;391;382;28;326;1500;1000
1779;27/07/14 12:34;RS;Real estate appraiser;16/01/58;500;2550;TRUE;6 months or less;3+ years;Home;female;502;131;384;100;511;1500;1100
1780;21/12/13 12:12;GO;Biographer;05/08/68;17400;2800;FALSE;3+ years;3+ years;Mobile;male;668;850;665;620;739;1500;1100
1781;10/11/14 19:44;RS;Press operator;22/11/59;9800;800;FALSE;6 months or less;3+ years;Mobile;male;716;626;623;345;448;19500;18200
1782;30/10/12 20:11;PE;Landlord;20/01/87;4600;1300;TRUE;3+ years;3+ years;Mobile;male;200;371;200;400;206;2000;1500
1783;25/06/12 19:13;RJ;Casino cashier;06/02/78;2400;1050;TRUE;3+ years;1-2 years;Mobile;male;721;517;690;0;112;1500;1100
1784;30/07/12 19:28;MG;Financial controller;26/10/85;4200;50;TRUE;1-2 years;3+ years;Mobile;male;644;629;480;545;612;15500;14900
1785;16/02/14 11:05;RJ;Historian;18/06/62;7800;1400;FALSE;3+ years;3+ years;Mobile;female;792;850;683;93;273;11000;10500
1786;15/05/14 14:08;MG;Fire inspector;30/10/77;4200;2000;FALSE;3+ years;3+ years;Mobile;female;200;600;327;131;377;20500;20200
1787;24/07/12 20:54;RS;Underwriter;29/07/71;2000;3200;TRUE;3+ years;3+ years;Mobile;male;756;761;609;203;54;10000;9400
1788;23/06/14 14:43;DF;Trash collector;20/02/54;6200;950;FALSE;3+ years;6 months or less;Mobile;male;200;100;233;725;444;8500;8200
1789;01/03/14 03:42;PE;Crane and tower operator;29/11/61;2000;600;TRUE;1-2 years;6 months or less;Home;female;686;830;449;57;365;6000;5600
1790;23/09/11 19:35;DF;Landscaping worker;09/05/57;1600;0;FALSE;1-2 years;3+ years;Home;female;200;160;267;428;554;20000;18800
1791;24/12/14 15:49;PE;Heat treating equipment setter;17/07/82;2300;400;TRUE;7-12 months;3+ years;Mobile;male;778;850;624;553;558;1500;1100
1792;23/01/12 18:05;PA;En route controller;25/04/76;1500;50;TRUE;3+ years;3+ years;Home;female;789;850;514;519;264;2500;1100
1793;19/01/15 18:30;BA;Sound engineering technician;30/03/48;900;0;FALSE;3+ years;3+ years;Home;female;200;304;200;90;467;2000;1400
1794;28/05/14 15:19;GO;Purchasing manager;15/06/91;1300;1650;FALSE;3+ years;1-2 years;Mobile;male;200;254;286;0;416;21000;19400
1795;04/08/14 14:06;SP;Construction job cost estimator;13/01/80;3500;1950;FALSE;7-12 months;3+ years;Mobile;female;615;714;571;0;490;8500;8000
1796;02/08/14 17:04;PA;Landlord;20/07/87;5200;1400;FALSE;3+ years;3+ years;Mobile;female;766;850;582;0;590;2000;1500
1797;29/01/12 11:34;SP;Clerical assistant;17/11/87;900;250;TRUE;3+ years;1-2 years;Mobile;male;200;477;232;228;541;5500;4500
1798;19/06/12 06:15;RJ;Psychiatrist;09/05/41;1900;2400;FALSE;1-2 years;7-12 months;Mobile;male;760;340;642;472;463;21500;21100
1799;12/04/14 12:55;SP;Obstetrician;22/06/67;16600;4000;FALSE;3+ years;3+ years;Mobile;female;200;100;212;26;413;30500;29300
1800;01/06/11 09:18;SP;Mail processor;20/03/58;1000;0;FALSE;3+ years;7-12 months;Home;female;604;559;583;445;415;13500;13000
1801;13/10/14 11:05;PE;Packaging and filling machine operator;22/11/61;2600;1800;FALSE;1-2 years;3+ years;Mobile;female;740;649;593;194;583;17500;17000
1802;30/06/15 13:29;PA;Worker compensation coordinator;14/09/69;8800;1200;FALSE;1-2 years;3+ years;Mobile;male;705;617;574;82;315;19500;19100
1803;21/05/15 15:15;SP;Benefits administrator;31/07/84;2400;250;TRUE;1-2 years;1-2 years;Mobile;female;200;262;302;337;133;8500;8000
1804;21/02/12 11:23;ES;Armed Forces;20/05/75;12900;2250;TRUE;3+ years;3+ years;Mobile;male;615;703;546;0;134;19000;18600
1805;20/11/14 14:38;SC;PBX repairer;19/02/86;2100;0;FALSE;1-2 years;3+ years;Home;male;763;850;690;3;289;12000;10900
1806;05/08/13 10:13;SP;Sawing machine operator;04/11/71;7700;1800;TRUE;3+ years;3+ years;Mobile;male;660;507;496;566;652;26500;26100
1807;09/03/15 19:09;RS;Clinical chemistry technologist;09/11/85;2700;1700;TRUE;1-2 years;3+ years;Mobile;female;290;210;241;67;362;2000;1200
1808;29/02/12 12:30;DF;Fish cleaner;09/03/91;700;400;TRUE;7-12 months;3+ years;Mobile;female;786;850;671;0;693;21500;20500
1809;22/04/13 05:26;SP;Commentator;11/10/76;4000;900;TRUE;1-2 years;1-2 years;Mobile;female;769;850;640;86;635;2000;1200
1810;27/05/13 17:34;AM;Press operator;23/01/92;17200;4650;FALSE;3+ years;3+ years;Mobile;female;768;850;589;0;636;34500;33500
1811;10/11/14 19:31;RJ;General maintenance and repair worker;03/06/80;4300;850;TRUE;3+ years;1-2 years;Home;female;792;823;690;81;398;11500;9800
1812;17/10/14 13:02;PE;Structural metal fitter;14/02/71;4500;2050;TRUE;6 months or less;3+ years;Mobile;male;485;514;477;9;324;3500;3200
1813;16/07/14 20:01;DF;Drilling and boring machine tool setter;01/05/94;4100;3450;TRUE;6 months or less;6 months or less;Mobile;female;651;528;628;355;522;10500;10200
1814;18/03/15 14:02;SP;Anesthesiologist;17/06/86;1300;150;TRUE;3+ years;1-2 years;Mobile;male;505;350;460;710;482;19500;19000
1815;27/03/13 13:18;GO;Sailor;24/02/85;4500;3900;TRUE;3+ years;3+ years;Mobile;male;794;850;690;0;690;5000;4200
1816;07/09/13 18:27;DF;Secretarial assistant;23/06/93;400;600;FALSE;3+ years;6 months or less;Mobile;male;200;295;358;522;597;4500;2800
1817;30/11/14 11:55;SE;Food and tobacco roasting, baking, and drying machine operator;02/08/90;2100;0;FALSE;3+ years;3+ years;Mobile;female;702;850;591;417;456;18000;17700
1818;26/02/13 15:59;PR;Booth cashier;02/12/68;4300;1100;FALSE;1-2 years;6 months or less;Mobile;female;774;695;623;310;265;20500;19600
1819;30/07/11 14:00;PR;Greenhouse worker;03/06/60;2700;3650;TRUE;3+ years;3+ years;Mobile;female;592;500;572;474;343;7000;6600
1820;19/03/12 10:38;RJ;Diesel service technician;29/12/89;3100;2050;TRUE;3+ years;3+ years;Mobile;female;200;326;200;562;367;16000;14000
1821;11/12/14 13:51;SP;Farmer;13/07/73;800;950;TRUE;7-12 months;3+ years;Mobile;female;775;850;690;239;456;8500;8200
1822;08/02/15 13:44;PA;Chemical equipment tender;23/10/60;12000;2800;FALSE;1-2 years;3+ years;Mobile;male;200;100;220;50;250;3000;1100
1823;09/11/13 17:38;SP;Automotive glass installer;17/10/57;2400;1550;TRUE;3+ years;3+ years;Mobile;female;702;356;633;446;483;2500;1200
1824;04/10/14 17:22;SP;Diesel engine specialist;24/08/69;1300;150;TRUE;3+ years;3+ years;Mobile;male;305;282;296;770;440;9000;8300
1825;09/02/15 11:06;RJ;Keying machine operator;07/03/69;5300;1050;FALSE;3+ years;3+ years;Mobile;female;739;850;690;0;472;1500;1200
1826;10/09/13 21:26;SP;Silversmith;15/03/80;5200;1300;TRUE;3+ years;3+ years;Mobile;female;774;600;607;0;258;13500;12000
1827;03/06/14 13:49;SP;General clerk;24/01/66;800;0;FALSE;3+ years;6 months or less;Mobile;female;229;329;339;18;395;2000;1500
1828;28/12/14 22:28;BA;Cutting and slicing machine operator;29/06/95;2500;4100;TRUE;3+ years;3+ years;Home;female;423;376;351;627;398;2000;1100
1829;05/02/14 12:02;SP;Archivist;01/01/79;8100;4200;TRUE;3+ years;3+ years;Home;male;779;850;656;176;703;3500;1500
1830;02/01/13 06:55;PB;Hairstylist;31/10/85;1700;900;TRUE;6 months or less;3+ years;Mobile;male;791;715;690;192;336;1500;1100
1831;08/05/14 10:21;SP;Legal assistant;29/04/76;4800;1450;TRUE;3+ years;3+ years;Mobile;male;732;763;657;201;515;22500;21900
1832;11/07/13 22:41;RS;Correctional treatment specialist;18/04/66;1100;0;FALSE;3+ years;1-2 years;Mobile;female;662;518;496;36;726;2000;1400
1833;10/12/13 21:44;SP;Shipping-and-receiving supervisor;11/04/91;1900;250;TRUE;1-2 years;7-12 months;Home;female;200;523;200;256;490;4000;3300
1834;01/01/12 14:35;BA;Hunter;22/10/74;1100;300;TRUE;6 months or less;1-2 years;Work;female;200;338;200;104;319;1500;1100
1835;20/06/13 18:36;SP;Social work policy maker;05/04/93;2300;1150;TRUE;3+ years;3+ years;Mobile;male;638;547;577;0;275;19000;18500
1836;11/09/13 15:20;SC;Computer forensic investigator;04/03/67;1500;450;TRUE;7-12 months;7-12 months;Mobile;female;657;697;677;731;509;20500;19300
1837;31/03/13 19:09;MG;Computer support specialist;18/05/78;9000;950;TRUE;3+ years;3+ years;Mobile;female;627;657;503;234;640;1500;1100
1838;25/10/14 07:49;MG;Hairdresser;11/09/80;2900;300;TRUE;6 months or less;3+ years;Home;male;334;662;330;718;283;15500;14600
1839;16/08/14 18:38;SP;Demographer;16/10/68;1700;0;FALSE;1-2 years;1-2 years;Mobile;male;200;219;305;9;468;1500;1100
1840;21/12/13 20:11;SC;Safety inspector;04/10/68;10700;4000;FALSE;3+ years;3+ years;Mobile;male;427;502;465;0;554;29000;27700
1841;26/05/14 05:45;SP;International economist;14/03/80;1700;1450;TRUE;3+ years;3+ years;Mobile;male;761;850;690;0;348;7000;6300
1842;11/08/12 12:19;SP;Convention services manager;18/06/81;100;2300;TRUE;7-12 months;3+ years;Mobile;female;743;664;645;217;609;18500;17600
1843;22/02/12 18:26;RJ;Electronic reporter;01/01/81;12700;750;TRUE;3+ years;6 months or less;Home;male;485;437;459;99;206;3000;2000
1844;25/09/13 11:22;MG;Condominium association manager;13/03/60;12700;2700;FALSE;3+ years;3+ years;Mobile;male;563;644;481;473;244;15000;14000
1845;23/07/13 15:06;RJ;Leather worker;29/07/68;2800;1400;TRUE;3+ years;3+ years;Home;female;200;267;279;92;286;5000;4200
1846;16/12/12 20:58;SC;Budget analyst;26/02/56;3000;1100;TRUE;3+ years;6 months or less;Mobile;female;762;850;588;0;433;9500;9300
1847;07/04/13 14:51;RJ;Decontamination technician;05/05/94;3500;200;TRUE;3+ years;3+ years;Mobile;male;589;446;507;456;377;2000;1100
1848;31/07/12 13:06;RS;Engineering manager;23/04/68;1400;0;FALSE;1-2 years;6 months or less;Mobile;female;781;850;642;74;71;16500;15900
1849;06/01/14 16:55;DF;Metal-refining furnace tender;23/03/68;1700;400;TRUE;1-2 years;3+ years;Mobile;female;787;772;687;440;427;6000;5500
1850;12/05/13 13:29;MG;Payroll and benefits specialist;21/05/91;2400;700;TRUE;1-2 years;3+ years;Mobile;female;503;817;495;82;518;18000;17500
1851;10/10/11 14:47;RJ;Job service consultant;12/09/81;2100;1000;FALSE;3+ years;3+ years;Mobile;male;758;828;617;0;331;19000;18800
1852;15/08/11 14:43;RJ;Building cleaning worker;23/08/89;6700;0;FALSE;3+ years;3+ years;Home;female;476;388;459;52;164;7000;5900
1853;11/05/12 18:55;SP;EEO representative;10/04/84;9500;1450;TRUE;6 months or less;3+ years;Mobile;male;200;606;299;67;458;1500;1200
1854;06/12/13 21:03;PR;Local transit bus driver;03/03/75;100;1100;TRUE;6 months or less;6 months or less;Mobile;male;200;100;270;631;349;1500;1100
1855;26/10/14 15:53;MG;State trooper;04/10/90;5100;1350;TRUE;1-2 years;1-2 years;Home;female;394;582;375;0;219;8500;6500
1856;26/06/13 12:08;BA;Job placement specialist;09/11/67;8400;2050;FALSE;3+ years;3+ years;Mobile;male;592;663;590;255;187;13500;12900
1857;26/12/13 20:31;RS;Local account executive;23/03/95;4200;550;TRUE;3+ years;1-2 years;Mobile;female;712;850;598;651;724;23500;22000
1858;14/07/14 20:04;SP;Support clerk;20/07/70;1700;0;FALSE;7-12 months;6 months or less;Mobile;female;782;699;690;412;554;14000;13700
1859;22/11/12 19:17;SP;Academic dean;28/03/91;2200;100;TRUE;3+ years;3+ years;Mobile;female;799;850;673;0;287;15500;15000
1860;31/07/14 17:31;DF;Market research analyst;14/10/66;900;1600;FALSE;1-2 years;3+ years;Mobile;female;751;850;615;0;384;21000;20000
1861;23/12/13 15:46;SP;Unlicensed assistive personnel;27/08/80;1300;4300;FALSE;3+ years;6 months or less;Mobile;female;683;850;567;50;419;18500;17300
1862;02/05/12 13:06;AM;Ballet master;09/11/89;1700;650;TRUE;3+ years;3+ years;Mobile;male;726;850;597;31;68;2500;1400
1863;07/05/12 21:38;SC;Government auditor;26/11/87;900;200;TRUE;7-12 months;3+ years;Mobile;male;331;307;202;351;322;3000;2000
1864;01/08/11 19:38;PR;Personnel consultant;03/04/66;3000;200;FALSE;3+ years;6 months or less;Mobile;female;550;736;482;351;379;20500;20200
1865;16/04/14 00:52;AL;Real estate assessor;29/08/88;1100;1150;FALSE;3+ years;3+ years;Mobile;female;220;306;302;317;363;2500;1500
1866;14/03/12 12:48;SP;Linemen;01/05/87;1500;1750;TRUE;6 months or less;7-12 months;Work;male;359;461;394;323;251;2000;1200
1867;01/07/13 10:18;MG;Operations research analyst;03/09/67;6200;1000;FALSE;7-12 months;3+ years;Mobile;female;634;732;495;600;692;2500;1100
1868;29/12/12 13:36;SP;Astronomer;04/01/69;100;1250;TRUE;6 months or less;3+ years;Home;male;769;850;663;46;437;2000;1700
1869;22/03/12 11:02;SP;Computer support specialist;21/09/88;3700;4650;FALSE;1-2 years;6 months or less;Mobile;male;750;599;610;0;344;17000;16000
1870;27/11/14 12:02;SP;Sales agent;20/08/87;4200;1950;TRUE;6 months or less;1-2 years;Home;male;436;311;406;514;497;8500;8100
1871;18/07/12 19:14;ES;Keeper;01/04/70;6300;650;FALSE;6 months or less;1-2 years;Mobile;female;594;674;369;0;689;1500;1000
1872;06/12/14 10:41;DF;Loan counselor;15/07/61;7200;600;FALSE;3+ years;1-2 years;Mobile;male;338;256;288;452;458;6500;6000
1873;17/03/13 13:28;CE;Baggage porter;31/10/67;2400;50;TRUE;7-12 months;1-2 years;Mobile;female;200;100;280;125;350;2000;1200
1874;21/12/11 10:02;SP;Time recorder;30/05/69;6100;1200;TRUE;3+ years;1-2 years;Mobile;male;733;850;599;333;339;6500;5700
1875;20/07/12 15:51;PR;News photographer;06/01/59;3100;500;TRUE;3+ years;3+ years;Mobile;female;426;499;476;16;247;14000;12800
1876;02/03/12 19:57;SP;Delivery service truck driver;04/01/84;1800;400;TRUE;3+ years;1-2 years;Mobile;female;463;100;398;718;357;2000;1300
